,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
20582,1999,108,238,0,1,45,115,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2
20583,1999,50,213,1,2,17,230,55.0,1.0,3,1,1,1,5,12,-7,4,1.33,67.0,1.0,3,0,1,2,0,4,-4,1,0.33,2
20584,1999,8,219,0,1,45,235,4.0,16.0,77,42,14,21,131,84,47,140,1.82,23.0,10.0,33,8,6,19,37,62,-25,30,0.91,2
20585,1999,60,227,2,3,45,244,40.0,3.0,10,4,1,5,10,11,-1,13,1.3,0.0,0.0,0,0,0,0,0,0,0,0,0,2
20586,1999,27,165,2,0,45,227,1.0,20.0,104,70,17,17,221,102,119,227,2.18,15.0,7.0,31,15,5,11,44,40,4,50,1.61,0
20587,1999,49,135,2,1,56,117,27.0,4.0,16,7,2,7,21,17,4,23,1.44,13.0,15.0,53,14,14,25,57,92,-35,56,1.06,0
20588,1999,111,62,0,0,56,117,0.0,0.0,0,0,0,0,0,0,0,0,0,65.0,2.0,4,0,2,2,3,6,-3,2,0.5,1
20589,1999,192,239,0,1,45,206,43.0,3.0,9,2,4,3,11,16,-5,10,1.11,0.0,0.0,0,0,0,0,0,0,0,0,0,2
20590,1999,150,209,2,2,45,227,61.0,2.0,6,0,3,3,4,14,-10,3,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1
20591,1999,43,163,3,3,45,46,28.0,5.0,18,7,2,9,26,27,-1,23,1.28,37.0,4.0,15,4,3,8,19,31,-12,15,1,1
20592,1999,166,223,2,3,45,177,22.0,8.0,27,7,10,10,30,38,-8,31,1.15,9.0,12.0,51,20,12,19,80,71,9,72,1.41,2
20593,1999,61,135,0,2,56,117,65.0,2.0,4,0,2,2,3,6,-3,2,0.5,13.0,15.0,53,14,14,25,57,92,-35,56,1.06,2
20594,1999,180,106,2,1,45,193,50.0,4.0,13,2,2,9,9,32,-23,8,0.62,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20595,1999,145,66,0,1,7,68,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2
20596,1999,49,111,1,1,56,117,27.0,4.0,16,7,2,7,21,17,4,23,1.44,0.0,0.0,0,0,0,0,0,0,0,0,0,1
20597,1999,150,165,0,0,45,227,61.0,2.0,6,0,3,3,4,14,-10,3,0.5,15.0,7.0,31,15,5,11,44,40,4,50,1.61,1
20598,1999,33,178,0,1,7,195,0.0,0.0,0,0,0,0,0,0,0,0,0,47.0,1.0,5,2,2,1,7,6,1,8,1.6,2
20599,1999,212,28,0,2,45,227,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0,20.0,104,70,17,17,221,102,119,227,2.18,2
20600,1999,2,220,2,0,7,2,41.0,4.0,13,3,3,7,13,19,-6,12,0.92,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20601,1999,192,5,2,2,7,4,43.0,3.0,9,2,4,3,11,16,-5,10,1.11,63.0,1.0,3,0,2,1,1,2,-1,2,0.67,1
20602,1999,41,24,1,0,45,44,20.0,9.0,33,11,7,15,40,49,-9,40,1.21,68.0,3.0,6,0,1,5,1,20,-19,1,0.17,0
20603,1999,146,46,0,3,7,48,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2
20604,1999,46,237,0,1,7,49,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2
20605,1999,213,87,1,2,7,93,70.0,1.0,3,0,0,3,1,6,-5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2
20606,1999,130,102,0,0,7,109,0.0,0.0,0,0,0,0,0,0,0,0,0,42.0,3.0,9,3,1,5,13,14,-1,10,1.11,1
20607,1999,119,214,2,0,7,125,0.0,0.0,0,0,0,0,0,0,0,0,0,52.0,4.0,12,1,4,7,8,17,-9,7,0.58,0
20608,1999,108,125,1,1,7,132,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
20609,1999,73,133,2,2,7,189,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
20610,1999,167,227,0,3,45,244,37.0,4.0,15,4,3,8,19,31,-12,15,1,0.0,0.0,0,0,0,0,0,0,0,0,0,2
20611,1999,160,148,1,0,45,171,0.0,0.0,0,0,0,0,0,0,0,0,0,61.0,2.0,6,0,3,3,4,14,-10,3,0.5,0
20612,1999,180,106,2,0,45,193,50.0,4.0,13,2,2,9,9,32,-23,8,0.62,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20613,1999,237,220,1,0,45,236,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20614,1999,167,227,3,0,45,178,37.0,4.0,15,4,3,8,19,31,-12,15,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20615,1999,160,148,2,2,45,171,0.0,0.0,0,0,0,0,0,0,0,0,0,61.0,2.0,6,0,3,3,4,14,-10,3,0.5,1
20616,1999,43,162,1,2,45,177,28.0,5.0,18,7,2,9,26,27,-1,23,1.28,22.0,8.0,27,7,10,10,30,38,-8,31,1.15,2
20617,1999,8,121,0,0,45,7,4.0,16.0,77,42,14,21,131,84,47,140,1.82,0.0,0.0,0,0,0,0,0,0,0,0,0,1
20618,1999,27,115,3,0,45,28,1.0,20.0,104,70,17,17,221,102,119,227,2.18,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20619,1999,106,98,0,1,45,113,0.0,0.0,0,0,0,0,0,0,0,0,0,69.0,1.0,3,0,0,3,1,4,-3,0,0,2
20620,1999,24,162,0,0,23,177,68.0,3.0,6,0,1,5,1,20,-19,1,0.17,22.0,8.0,27,7,10,10,30,38,-8,31,1.15,1
20621,1999,104,163,2,3,23,177,35.0,5.0,17,4,4,9,14,22,-8,16,0.94,37.0,4.0,15,4,3,8,19,31,-12,15,1,2
20622,1999,150,182,1,0,45,200,61.0,2.0,6,0,3,3,4,14,-10,3,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20623,1999,61,239,1,1,45,258,65.0,2.0,4,0,2,2,3,6,-3,2,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1
20624,1999,228,28,0,7,23,177,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0,20.0,104,70,17,17,221,102,119,227,2.18,2
20625,1999,41,135,0,1,23,177,20.0,9.0,33,11,7,15,40,49,-9,40,1.21,13.0,15.0,53,14,14,25,57,92,-35,56,1.06,2
20626,1999,106,98,1,1,45,113,0.0,0.0,0,0,0,0,0,0,0,0,0,69.0,1.0,3,0,0,3,1,4,-3,0,0,1
20627,1999,8,61,3,1,23,177,4.0,16.0,77,42,14,21,131,84,47,140,1.82,40.0,3.0,10,4,1,5,10,11,-1,13,1.3,0
20628,1999,128,148,2,1,45,135,0.0,0.0,0,0,0,0,0,0,0,0,0,61.0,2.0,6,0,3,3,4,14,-10,3,0.5,0
20629,1999,43,223,1,0,23,177,28.0,5.0,18,7,2,9,26,27,-1,23,1.28,9.0,12.0,51,20,12,19,80,71,9,72,1.41,0
20630,1999,122,96,2,2,45,69,0.0,0.0,0,0,0,0,0,0,0,0,0,72.0,1.0,1,0,0,1,0,6,-6,0,0,1
20631,1999,104,162,0,4,23,177,35.0,5.0,17,4,4,9,14,22,-8,16,0.94,22.0,8.0,27,7,10,10,30,38,-8,31,1.15,2
20632,1999,24,163,0,1,23,177,68.0,3.0,6,0,1,5,1,20,-19,1,0.17,37.0,4.0,15,4,3,8,19,31,-12,15,1,2
20633,1999,27,135,2,1,23,177,1.0,20.0,104,70,17,17,221,102,119,227,2.18,13.0,15.0,53,14,14,25,57,92,-35,56,1.06,0
20634,1999,41,227,3,0,23,177,20.0,9.0,33,11,7,15,40,49,-9,40,1.21,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20635,1999,128,148,1,5,45,135,0.0,0.0,0,0,0,0,0,0,0,0,0,61.0,2.0,6,0,3,3,4,14,-10,3,0.5,2
20636,1999,8,44,0,3,23,177,4.0,16.0,77,42,14,21,131,84,47,140,1.82,28.0,5.0,18,7,2,9,26,27,-1,23,1.28,2
20637,1999,5,117,1,0,21,124,63.0,1.0,3,0,2,1,1,2,-1,2,0.67,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20638,1999,60,223,1,2,23,177,40.0,3.0,10,4,1,5,10,11,-1,13,1.3,9.0,12.0,51,20,12,19,80,71,9,72,1.41,2
20639,1999,24,104,1,1,23,177,68.0,3.0,6,0,1,5,1,20,-19,1,0.17,35.0,5.0,17,4,4,9,14,22,-8,16,0.94,1
20640,1999,166,163,1,0,23,177,22.0,8.0,27,7,10,10,30,38,-8,31,1.15,37.0,4.0,15,4,3,8,19,31,-12,15,1,0
20641,1999,27,42,1,0,23,177,1.0,20.0,104,70,17,17,221,102,119,227,2.18,20.0,9.0,33,11,7,15,40,49,-9,40,1.21,0
20642,1999,222,126,2,0,45,133,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20643,1999,137,227,3,1,23,177,13.0,15.0,53,14,14,25,57,92,-35,56,1.06,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20644,1999,43,61,2,1,23,177,28.0,5.0,18,7,2,9,26,27,-1,23,1.28,40.0,3.0,10,4,1,5,10,11,-1,13,1.3,0
20645,1999,225,8,0,2,23,177,9.0,12.0,51,20,12,19,80,71,9,72,1.41,4.0,16.0,77,42,14,21,131,84,47,140,1.82,2
20646,1999,36,176,0,2,45,235,71.0,1.0,3,0,0,3,0,5,-5,0,0,50.0,4.0,13,2,2,9,9,32,-23,8,0.62,2
20647,1999,61,148,1,1,45,145,65.0,2.0,4,0,2,2,3,6,-3,2,0.5,61.0,2.0,6,0,3,3,4,14,-10,3,0.5,1
20648,1999,137,163,3,3,23,177,13.0,15.0,53,14,14,25,57,92,-35,56,1.06,37.0,4.0,15,4,3,8,19,31,-12,15,1,1
20649,1999,166,223,1,1,23,177,22.0,8.0,27,7,10,10,30,38,-8,31,1.15,9.0,12.0,51,20,12,19,80,71,9,72,1.41,1
20650,1999,8,28,1,2,23,177,4.0,16.0,77,42,14,21,131,84,47,140,1.82,1.0,20.0,104,70,17,17,221,102,119,227,2.18,2
20651,1999,41,44,3,2,23,177,20.0,9.0,33,11,7,15,40,49,-9,40,1.21,28.0,5.0,18,7,2,9,26,27,-1,23,1.28,0
20652,1999,226,127,3,0,45,242,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20653,1999,138,155,7,0,45,146,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20654,1999,103,176,2,1,45,235,60.0,1.0,3,1,0,2,3,9,-6,3,1,50.0,4.0,13,2,2,9,9,32,-23,8,0.62,0
20655,1999,41,223,1,1,23,177,20.0,9.0,33,11,7,15,40,49,-9,40,1.21,9.0,12.0,51,20,12,19,80,71,9,72,1.41,1
20656,1999,27,135,2,0,23,177,1.0,20.0,104,70,17,17,221,102,119,227,2.18,13.0,15.0,53,14,14,25,57,92,-35,56,1.06,0
20657,1999,61,148,1,0,45,145,65.0,2.0,4,0,2,2,3,6,-3,2,0.5,61.0,2.0,6,0,3,3,4,14,-10,3,0.5,0
20658,1999,103,176,0,4,45,235,60.0,1.0,3,1,0,2,3,9,-6,3,1,50.0,4.0,13,2,2,9,9,32,-23,8,0.62,2
20659,1999,206,106,0,1,45,113,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2
20660,1999,41,135,1,2,23,177,20.0,9.0,33,11,7,15,40,49,-9,40,1.21,13.0,15.0,53,14,14,25,57,92,-35,56,1.06,2
20661,1999,180,49,0,1,45,235,50.0,4.0,13,2,2,9,9,32,-23,8,0.62,29.0,4.0,15,5,4,6,17,23,-6,19,1.27,2
20662,1999,27,223,3,0,23,177,1.0,20.0,104,70,17,17,221,102,119,227,2.18,9.0,12.0,51,20,12,19,80,71,9,72,1.41,0
20663,1999,206,106,0,4,45,113,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2
20664,1999,182,66,6,2,7,195,47.0,1.0,5,2,2,1,7,6,1,8,1.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20665,1999,203,239,1,1,21,218,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
20666,1999,160,108,2,2,45,171,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
20667,1999,77,28,0,4,22,145,2.0,18.0,106,66,20,20,224,121,103,218,2.06,1.0,20.0,104,70,17,17,221,102,119,227,2.18,2
20668,1999,150,219,1,2,22,145,61.0,2.0,6,0,3,3,4,14,-10,3,0.5,23.0,10.0,33,8,6,19,37,62,-25,30,0.91,2
20669,1999,175,57,4,1,16,188,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20670,1999,212,224,1,0,45,227,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20671,1999,24,62,2,2,22,145,68.0,3.0,6,0,1,5,1,20,-19,1,0.17,65.0,2.0,4,0,2,2,3,6,-3,2,0.5,1
20672,1999,222,34,0,0,16,188,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
20673,1999,238,68,0,2,16,188,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2
20674,1999,180,135,1,5,22,145,50.0,4.0,13,2,2,9,9,32,-23,8,0.62,13.0,15.0,53,14,14,25,57,92,-35,56,1.06,2
20675,1999,211,57,2,1,16,188,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20676,1999,191,34,0,3,16,188,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2
20677,1999,67,198,0,0,16,188,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
20678,1999,61,135,2,2,22,145,65.0,2.0,4,0,2,2,3,6,-3,2,0.5,13.0,15.0,53,14,14,25,57,92,-35,56,1.06,1
20679,1999,24,176,0,0,22,145,68.0,3.0,6,0,1,5,1,20,-19,1,0.17,50.0,4.0,13,2,2,9,9,32,-23,8,0.62,1
20680,1999,27,219,1,0,22,145,1.0,20.0,104,70,17,17,221,102,119,227,2.18,23.0,10.0,33,8,6,19,37,62,-25,30,0.91,0
20681,1999,62,86,0,2,45,235,77.0,2.0,6,0,0,6,1,22,-21,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2
20682,1999,77,148,2,0,22,145,2.0,18.0,106,66,20,20,224,121,103,218,2.06,61.0,2.0,6,0,3,3,4,14,-10,3,0.5,0
20683,1999,108,66,1,0,16,188,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20684,1999,175,208,0,0,16,188,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
20685,1999,61,176,1,5,22,145,65.0,2.0,4,0,2,2,3,6,-3,2,0.5,50.0,4.0,13,2,2,9,9,32,-23,8,0.62,2
20686,1999,137,24,1,0,22,145,13.0,15.0,53,14,14,25,57,92,-35,56,1.06,68.0,3.0,6,0,1,5,1,20,-19,1,0.17,0
20687,1999,191,220,0,2,16,188,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2
20688,1999,201,238,1,1,16,188,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
20689,1999,27,148,2,0,22,145,1.0,20.0,104,70,17,17,221,102,119,227,2.18,61.0,2.0,6,0,3,3,4,14,-10,3,0.5,0
20690,1999,221,78,2,0,22,145,23.0,10.0,33,8,6,19,37,62,-25,30,0.91,2.0,18.0,106,66,20,20,224,121,103,218,2.06,0
20691,1999,211,34,0,1,16,188,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2
20692,1999,146,188,1,1,21,154,0.0,0.0,0,0,0,0,0,0,0,0,0,43.0,3.0,9,2,4,3,11,16,-5,10,1.11,1
20693,1999,222,171,0,1,16,188,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2
20694,1999,27,176,8,2,22,145,1.0,20.0,104,70,17,17,221,102,119,227,2.18,50.0,4.0,13,2,2,9,9,32,-23,8,0.62,0
20695,1999,108,198,3,0,16,188,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20696,1999,137,219,1,0,22,145,13.0,15.0,53,14,14,25,57,92,-35,56,1.06,23.0,10.0,33,8,6,19,37,62,-25,30,0.91,0
20697,1999,160,113,3,0,2,224,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20698,1999,108,171,0,0,45,188,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
20699,1999,210,98,1,2,2,224,0.0,0.0,0,0,0,0,0,0,0,0,0,69.0,1.0,3,0,0,3,1,4,-3,0,0,2
20700,1999,180,219,0,2,22,145,50.0,4.0,13,2,2,9,9,32,-23,8,0.62,23.0,10.0,33,8,6,19,37,62,-25,30,0.91,2
20701,1999,27,135,3,4,22,145,1.0,20.0,104,70,17,17,221,102,119,227,2.18,13.0,15.0,53,14,14,25,57,92,-35,56,1.06,2
20702,1999,98,157,2,0,2,224,69.0,1.0,3,0,0,3,1,4,-3,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20703,1999,114,207,2,3,2,224,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2
20704,1999,78,103,2,1,45,83,36.0,3.0,12,4,3,5,13,16,-3,15,1.25,60.0,1.0,3,1,0,2,3,9,-6,3,1,0
20705,1999,98,113,5,1,2,224,69.0,1.0,3,0,0,3,1,4,-3,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20706,1999,33,171,0,0,45,188,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
20707,1999,210,157,2,1,2,224,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20708,1999,145,237,1,1,21,255,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
20709,1999,239,178,0,2,7,195,0.0,0.0,0,0,0,0,0,0,0,0,0,47.0,1.0,5,2,2,1,7,6,1,8,1.6,2
20710,1999,237,5,0,1,21,255,0.0,0.0,0,0,0,0,0,0,0,0,0,63.0,1.0,3,0,2,1,1,2,-1,2,0.67,2
20711,1999,203,117,3,0,45,124,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20712,1999,239,66,4,0,7,258,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20713,1999,145,151,0,1,45,153,0.0,0.0,0,0,0,0,0,0,0,0,0,32.0,5.0,18,5,3,10,20,26,-6,18,1,2
20714,1999,174,18,2,0,45,17,11.0,10.0,40,17,8,15,66,47,19,59,1.48,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20715,1999,70,19,4,3,45,19,0.0,0.0,0,0,0,0,0,0,0,0,0,14.0,12.0,41,14,9,18,52,66,-14,51,1.24,0
20716,1999,52,169,2,2,45,55,0.0,0.0,0,0,0,0,0,0,0,0,0,24.0,7.0,21,8,5,8,30,32,-2,29,1.38,1
20717,1999,205,54,0,3,45,56,21.0,10.0,33,11,6,16,45,59,-14,39,1.18,18.0,9.0,33,12,5,16,47,49,-2,41,1.24,2
20718,1999,55,146,0,0,45,59,25.0,4.0,16,8,2,6,27,24,3,26,1.63,8.0,10.0,50,27,12,11,86,48,38,93,1.86,1
20719,1999,9,67,0,2,45,69,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2
20720,1999,94,69,1,0,45,71,78.0,1.0,–,–,–,–,–,–,–,–,–,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20721,1999,80,63,3,1,45,86,49.0,3.0,10,2,2,6,5,20,-15,8,0.8,77.0,2.0,6,0,0,6,1,22,-21,0,0,0
20722,1999,93,137,1,1,45,99,16.0,9.0,32,15,3,14,87,57,30,48,1.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1
20723,1999,121,26,0,0,45,127,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
20724,1999,157,72,0,1,45,166,39.0,3.0,13,3,5,5,13,23,-10,14,1.08,7.0,14.0,59,28,12,19,106,71,35,96,1.63,2
20725,1999,159,121,1,0,45,169,45.0,3.0,8,2,3,3,7,8,-1,9,1.13,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20726,1999,169,190,1,2,45,180,15.0,7.0,31,15,5,11,44,40,4,50,1.61,5.0,14.0,59,29,12,18,92,66,26,99,1.68,2
20727,1999,170,4,4,0,45,181,17.0,6.0,26,13,4,9,43,29,14,43,1.65,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20728,1999,49,179,0,0,83,254,27.0,4.0,16,7,2,7,21,17,4,23,1.44,12.0,11.0,43,17,8,18,64,59,5,59,1.37,1
20729,1999,100,184,0,1,45,202,64.0,1.0,3,0,2,1,1,3,-2,2,0.67,56.0,1.0,4,1,1,2,5,7,-2,4,1,2
20730,1999,1,185,0,2,83,203,0.0,0.0,0,0,0,0,0,0,0,0,0,57.0,2.0,6,1,1,4,5,10,-5,4,0.67,2
20731,1999,12,201,0,0,45,219,19.0,7.0,29,12,4,13,43,47,-4,40,1.38,10.0,11.0,46,16,13,17,74,69,5,61,1.33,1
20732,1999,30,221,1,1,45,237,33.0,7.0,26,3,8,15,22,53,-31,17,0.65,51.0,1.0,5,2,1,2,5,7,-2,7,1.4,1
20733,1999,48,223,4,5,45,241,29.0,4.0,15,5,4,6,17,23,-6,19,1.27,9.0,12.0,51,20,12,19,80,71,9,72,1.41,2
20734,1999,13,224,1,5,45,242,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2
20735,1999,80,63,3,0,45,86,49.0,3.0,10,2,2,6,5,20,-15,8,0.8,77.0,2.0,6,0,0,6,1,22,-21,0,0,0
20736,1999,131,50,1,2,83,52,0.0,0.0,0,0,0,0,0,0,0,0,0,27.0,4.0,16,7,2,7,21,17,4,23,1.44,2
20737,1999,24,227,0,0,45,25,68.0,3.0,6,0,1,5,1,20,-19,1,0.17,0.0,0.0,0,0,0,0,0,0,0,0,0,1
20738,1999,203,144,1,1,21,154,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
20739,1999,78,151,0,0,45,164,36.0,3.0,12,4,3,5,13,16,-3,15,1.25,32.0,5.0,18,5,3,10,20,26,-6,18,1,1
20740,1999,183,99,1,2,83,105,12.0,11.0,43,17,8,18,64,59,5,59,1.37,0.0,0.0,0,0,0,0,0,0,0,0,0,2
20741,1999,103,37,0,1,45,38,60.0,1.0,3,1,0,2,3,9,-6,3,1,71.0,1.0,3,0,0,3,0,5,-5,0,0,2
20742,1999,1,115,3,3,83,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
20743,1999,8,28,2,0,45,7,4.0,16.0,77,42,14,21,131,84,47,140,1.82,1.0,20.0,104,70,17,17,221,102,119,227,2.18,0
20744,1999,194,12,3,1,83,11,5.0,14.0,59,29,12,18,92,66,26,99,1.68,19.0,7.0,29,12,4,13,43,47,-4,40,1.38,0
20745,1999,232,18,2,1,83,17,53.0,1.0,5,1,3,1,4,4,0,6,1.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20746,1999,25,177,1,2,83,26,0.0,0.0,0,0,0,0,0,0,0,0,0,30.0,8.0,23,4,7,12,25,41,-16,19,0.83,2
20747,1999,99,50,0,1,83,52,0.0,0.0,0,0,0,0,0,0,0,0,0,27.0,4.0,16,7,2,7,21,17,4,23,1.44,2
20748,1999,205,56,1,2,83,59,21.0,10.0,33,11,6,16,45,59,-14,39,1.18,25.0,4.0,16,8,2,6,27,24,3,26,1.63,2
20749,1999,123,64,0,6,83,66,0.0,0.0,0,0,0,0,0,0,0,0,0,6.0,14.0,62,26,20,16,79,56,23,98,1.58,2
20750,1999,66,69,2,0,83,71,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20751,1999,70,78,1,2,83,73,0.0,0.0,0,0,0,0,0,0,0,0,0,2.0,18.0,106,66,20,20,224,121,103,218,2.06,2
20752,1999,4,94,0,3,83,100,0.0,0.0,0,0,0,0,0,0,0,0,0,78.0,1.0,–,–,–,–,–,–,–,–,–,2
20753,1999,93,120,0,0,83,127,16.0,9.0,32,15,3,14,87,57,30,48,1.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1
20754,1999,53,121,4,0,83,128,18.0,9.0,33,12,5,16,47,49,-2,41,1.24,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20755,1999,148,19,5,5,45,156,8.0,10.0,50,27,12,11,86,48,38,93,1.86,14.0,12.0,41,14,9,18,52,66,-14,51,1.24,1
20756,1999,157,215,0,3,83,166,39.0,3.0,13,3,5,5,13,23,-10,14,1.08,34.0,2.0,10,5,1,4,20,17,3,16,1.6,2
20757,1999,80,156,0,1,83,169,49.0,3.0,10,2,2,6,5,20,-15,8,0.8,45.0,3.0,8,2,3,3,7,8,-1,9,1.13,2
20758,1999,9,170,0,2,83,187,0.0,0.0,0,0,0,0,0,0,0,0,0,11.0,10.0,40,17,8,15,66,47,19,59,1.48,2
20759,1999,173,184,5,1,83,202,24.0,7.0,21,8,5,8,30,32,-2,29,1.38,56.0,1.0,4,1,1,2,5,7,-2,4,1,0
20760,1999,75,185,1,2,83,203,0.0,0.0,0,0,0,0,0,0,0,0,0,57.0,2.0,6,1,1,4,5,10,-5,4,0.67,2
20761,1999,204,31,1,0,83,219,10.0,11.0,46,16,13,17,74,69,5,61,1.33,33.0,7.0,26,3,8,15,22,53,-31,17,0.65,0
20762,1999,71,221,0,0,83,237,7.0,14.0,59,28,12,19,106,71,35,96,1.63,51.0,1.0,5,2,1,2,5,7,-2,7,1.4,1
20763,1999,100,53,2,3,83,55,64.0,1.0,3,0,2,1,1,3,-2,2,0.67,0.0,0.0,0,0,0,0,0,0,0,0,0,2
20764,1999,183,124,3,1,83,254,12.0,11.0,43,17,8,18,64,59,5,59,1.37,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20765,1999,19,142,4,0,45,19,14.0,12.0,41,14,9,18,52,66,-14,51,1.24,44.0,4.0,13,2,4,7,12,18,-6,10,0.77,0
20766,1999,8,28,2,4,45,28,4.0,16.0,77,42,14,21,131,84,47,140,1.82,1.0,20.0,104,70,17,17,221,102,119,227,2.18,2
20767,1999,174,4,2,1,83,3,11.0,10.0,40,17,8,15,66,47,19,59,1.48,0.0,0.0,0,0,0,0,0,0,0,0,0,0
